wavelength n
1.632680261e-06 1.0001361831028
1.619459743e-06 1.0001361893832783
1.606451613e-06 1.0001361957148174
1.5936507935e-06 1.0001362020974176
1.5810523684999997e-06 1.0001362085310783
1.5686515750000001e-06 1.0001362150157997
1.5564437985e-06 1.0001362215515823
1.5444245675e-06 1.0001362281384256
1.5325895475e-06 1.0001362347763296
1.520934536e-06 1.0001362414652943
1.5094554565e-06 1.00013624820532
1.4981483555e-06 1.0001362549964066
1.487009397e-06 1.0001362618385539
1.476034858e-06 1.0001362687317616
1.465221125e-06 1.0001362756760301
1.4545646885e-06 1.0001362826713598
1.4440621414999998e-06 1.0001362897177504
1.433710175e-06 1.0001362968152012
1.4235055725e-06 1.0001363039637134
1.4134452100000002e-06 1.0001363111632864
1.4035260515e-06 1.0001363184139198
1.393745144e-06 1.0001363257156142
1.3840996169999998e-06 1.0001363330683695
1.3745866795000002e-06 1.0001363404721852
1.365203616e-06 1.000136347927062
1.3559477845e-06 1.0001363554329998
1.346816615e-06 1.0001363629899984
1.337807606e-06 1.0001363705980577
1.3289183219999999e-06 1.0001363782571777
1.3201463925000002e-06 1.0001363859673582
1.3114895080000001e-06 1.0001363937285999
1.3029454205000002e-06 1.0001364015409024
1.2945119400000002e-06 1.000136409404265
1.2861869315000001e-06 1.0001364173186893
1.2779683160000001e-06 1.0001364252841745
1.2698540675e-06 1.0001364333007199
1.26184221e-06 1.0001364413683262
1.2539308175e-06 1.0001364494869935
1.2461180125e-06 1.0001364576567213
1.2384019629999999e-06 1.0001364658775103
1.230780883e-06 1.00013647414936
1.2232530299999999e-06 1.0001364824722703
1.2158167035000002e-06 1.0001364908462416
1.2084702445000002e-06 1.0001364992712736
1.2012120335000001e-06 1.0001365077473665
1.19404049e-06 1.0001365162745204
1.1869540715e-06 1.0001365248527343
1.1799512705e-06 1.0001365334820094
1.1730306155e-06 1.0001365421623458
1.1661906705e-06 1.0001365508937423
1.159430031e-06 1.0001365596761997
1.1527473255e-06 1.0001365685097185
1.146141215e-06 1.0001365773942976
1.1396103895000001e-06 1.0001365863299376
1.1331535695000002e-06 1.0001365953166383
1.1267695045e-06 1.0001366043543995
1.120456971e-06 1.0001366134432217
1.1142147735000001e-06 1.0001366225831054
1.081871345e-06 1.0001366725018863
1.0263157895e-06 1.0001367695173595
9.761904762e-07 1.0001368716389196
9.3073593075e-07 1.000136978866565
8.8932806325e-07 1.0001370912002951
8.514492753500001e-07 1.000137208640109
8.1666666665e-07 1.0001373311860058
7.846153846e-07 1.0001374588379854
7.5498575495e-07 1.0001375915960473
7.275132275e-07 1.000137729460191
7.0197044335e-07 1.0001378724304164
6.7816091955e-07 1.0001380205067234
6.559139785e-07 1.0001381736891115
6.350806451500001e-07 1.000138331977581
6.1553030305e-07 1.0001384953721308
5.971479501e-07 1.000138663872762
5.7983193275e-07 1.0001388374794744
5.634920635e-07 1.0001390161922665
5.4804804805e-07 1.0001392000111398
5.33428165e-07 1.0001393889360937
5.195681511500001e-07 1.0001395829671276
5.064102564e-07 1.0001397821042424
4.93902439e-07 1.0001399863474376
4.819976771e-07 1.000140195696713
4.7065337765e-07 1.000140410152068
4.598308668e-07 1.0001406297135045
4.4949494945e-07 1.0001408543810215
4.3961352655e-07 1.0001410841546177
4.301572618e-07 1.0001413190342936
4.210992908e-07 1.0001415590200502
